image_path,crop_label,crop_id,split
data/main/train/images/id_127uhh_jpg.rf.2d4ce74b2963b7c69084cea6754d4db0.jpg,Pepper,1,train
data/main/train/images/id_135cn2_jpg.rf.36d11813623c166848a2d184eaf6ffed.jpg,Pepper,1,train
data/main/train/images/id_153zcj_jpg.rf.12ef86690095ca2590592d614b2a3a12.jpg,Pepper,1,train
data/main/train/images/id_15q5ff_jpg.rf.94e9413c85d921ca7c66c05ece843e80.jpg,Pepper,1,train
data/main/train/images/id_18nq5y_jpg.rf.1aa29693e5c4cd904ebb999a02bbc83c.jpg,Pepper,1,train
data/main/train/images/id_19onhg_jpg.rf.82d69e40423b0da207c8510e0cae0c98.jpg,Pepper,1,train
data/main/train/images/id_1bgf74_jpg.rf.907b1eff430e6e0ca5aa6d9d891935ec.jpg,Pepper,1,train
data/main/train/images/id_1g6n1s_jpg.rf.92066204bcdf4244e3d33aec143f4399.jpg,Tomato,2,train
data/main/train/images/id_1hf6im_jpg.rf.35daba3127d25e04a57bf32c43cfee68.jpg,Tomato,2,train
data/main/train/images/id_1iokgf_jpg.rf.6c0e2ca859fbd7b115f30e42e9428cee.jpg,Corn,0,train
data/main/train/images/id_1k5dr1_jpg.rf.e34dd84f764d4c594cedf0c77690319b.jpg,Corn,0,train
data/main/train/images/id_1kjbwa_jpg.rf.90bdc0c04a4183d6594344262dc241dd.jpg,Pepper,1,train
data/main/train/images/id_1kpe78_jpg.rf.7477e046d03343353ee1d9991803ca79.jpg,Pepper,1,train
data/main/train/images/id_1m9x92_jpg.rf.bd0e99d49f3321589af42f8e0fabc15a.jpg,Corn,0,train
data/main/train/images/id_1ouore_jpg.rf.9d8c2cc32d5de42fb03aebc8abdabc83.jpg,Pepper,1,train
data/main/train/images/id_1tyr8o_jpg.rf.3234f15606c4ebbaaed00203adf5290c.jpg,Corn,0,train
data/main/train/images/id_1wixxk_jpg.rf.077b21eaa2403621fd679631e43b8897.jpg,Tomato,2,train
data/main/train/images/id_1xodwz_jpg.rf.b38b99af71d9734f8f41971739898d2b.jpg,Tomato,2,train
data/main/train/images/id_1y7bcw_jpg.rf.27674b83a9d4de1b37463010bd07946e.jpg,Pepper,1,train
data/main/train/images/id_247m8o_jpg.rf.08f8f6aee23cb3b27b0c0e162b36b671.jpg,Corn,0,train
data/main/train/images/id_25mthe_jpg.rf.c7f5d9132a0472bb43fc641bcb03e0ff.jpg,Corn,0,train
data/main/train/images/id_27m8xg_jpg.rf.eb81a1d62b45f3c89336506a58f852fd.jpg,Pepper,1,train
data/main/train/images/id_29kpjf_jpg.rf.e39e09b9492eef2968d7b92803a76561.jpg,Corn,0,train
data/main/train/images/id_2bdc6r_jpg.rf.a592fcc2e09b11ccd829835db9c2b05c.jpg,Tomato,2,train
data/main/train/images/id_2beu1w_jpg.rf.74a50e7376a563a90317ac16cce3b415.jpg,Corn,0,train
data/main/train/images/id_2ciic2_jpg.rf.818600bba162c61d6c216504fc51c500.jpg,Pepper,1,train
data/main/train/images/id_2dtbw9_jpg.rf.e6fc9decb1bdbf8b3bec1e6fb4c476e9.jpg,Pepper,1,train
data/main/train/images/id_2ei49i_jpg.rf.97e8287141a6b93aa5c3328b04cbbb83.jpg,Tomato,2,train
data/main/train/images/id_2f1k6g_jpg.rf.b82fb8573cc53c8fe3dfde5366b3c518.jpg,Pepper,1,train
data/main/train/images/id_2k1bgb_jpg.rf.d7fa3102e85f93dad85d0bdbbcb02037.jpg,Pepper,1,train
data/main/train/images/id_2mtqxy_jpg.rf.46b15c9e1ba5451cc1343ae72138f49a.jpg,Corn,0,train
data/main/train/images/id_2ne8ji_jpg.rf.1aa43555120adbe71bfdd7915a4e0eda.jpg,Tomato,2,train
data/main/train/images/id_2ntws9_jpg.rf.9a39c510c49b4e24e3aa9b7ff3586e10.jpg,Pepper,1,train
data/main/train/images/id_2nzgth_jpg.rf.f5dfb14aace6d4aa3234221919bfb7ce.jpg,Pepper,1,train
data/main/train/images/id_2pt7ue_jpg.rf.10031c44553d802ffec019b54ede428a.jpg,Corn,0,train
data/main/train/images/id_2qsm2j_jpg.rf.440856edafd7420696d91db81f215a1f.jpg,Tomato,2,train
data/main/train/images/id_2rr8uk_jpg.rf.b355760858c7a7f24d95039d017cfc76.jpg,Pepper,1,train
data/main/train/images/id_2tallh_jpg.rf.07f902207c15a1bbc780eeacc228807b.jpg,Pepper,1,train
data/main/train/images/id_2uhcjo_jpg.rf.67c95d7cba64a48cfafb8d362d869531.jpg,Tomato,2,train
data/main/train/images/id_2upgy2_jpg.rf.cd5f145bcc9b73cfef62c7fd6f2d078f.jpg,Corn,0,train
data/main/train/images/id_2w1vds_jpg.rf.f0b94d8e4228a847c76d8c2d512ca7e7.jpg,Pepper,1,train
data/main/train/images/id_2xsxup_jpg.rf.0ef9a0601d2558dbd18409b7cb7babd8.jpg,Corn,0,train
data/main/train/images/id_35gzfo_jpg.rf.dd03951527c58e0c50dd103bc978d991.jpg,Corn,0,train
data/main/train/images/id_379j8c_jpg.rf.e7bcc30f41faab97bd6fb848b9c2b4ab.jpg,Pepper,1,train
data/main/train/images/id_3c5tff_jpg.rf.af82bf245a11c2052efb148eafb2791e.jpg,Tomato,2,train
data/main/train/images/id_3fjjp9_jpg.rf.e07cf476bd413ba189afd8e117766849.jpg,Pepper,1,train
data/main/train/images/id_3gbwlo_jpg.rf.011bb158e0320c4ecd43dd96a0b05a3f.jpg,Pepper,1,train
data/main/train/images/id_3kak6l_jpg.rf.2ddc137062df1bb53bb36e43e5ad35b7.jpg,Pepper,1,train
data/main/train/images/id_3lnrol_jpg.rf.2dce7d1ce53a426e87d22a57ff4edf3a.jpg,Corn,0,train
data/main/train/images/id_3n1jzi_jpg.rf.139d82587b57a8740f5fcdb2c0c9dc0d.jpg,Pepper,1,train
data/main/train/images/id_3oy9sb_jpg.rf.cc7a9b7e11f1b4b0d485190621641c29.jpg,Tomato,2,train
data/main/train/images/id_3q1eqa_jpg.rf.4928e37e93d9e9f382eeb630e7134580.jpg,Pepper,1,train
data/main/train/images/id_3qz256_jpg.rf.2574475914c771b6a3389c50134209b3.jpg,Corn,0,train
data/main/train/images/id_3tn6tu_jpg.rf.ec4d32ee238f656b0bf8547bfad72d14.jpg,Pepper,1,train
data/main/train/images/id_3xygo9_jpg.rf.382c694f49a56bc7e0eed428e59b18f1.jpg,Pepper,1,train
data/main/train/images/id_3ymyzt_jpg.rf.29e486061600ef0c0031ba97855d551d.jpg,Tomato,2,train
data/main/train/images/id_49wavi_jpg.rf.6da1659295234051a83b4759555d8c7d.jpg,Pepper,1,train
data/main/train/images/id_49wpjo_jpg.rf.c29e1043791fb479a4550b547b947c9a.jpg,Pepper,1,train
data/main/train/images/id_4bv42a_jpg.rf.e79c35833d4575f97c832d02409f01b1.jpg,Pepper,1,train
data/main/train/images/id_4c5jyk_jpg.rf.e79c1212b45be980fc1c9e3a4ca1ce57.jpg,Pepper,1,train
data/main/train/images/id_4gdpqg_jpg.rf.cdb308c3fb475bf52cdd4ecf17297caf.jpg,Pepper,1,train
data/main/train/images/id_4ixmnm_jpg.rf.26bb36444287ccce94dcb253f152ea9b.jpg,Tomato,2,train
data/main/train/images/id_4m74hn_jpg.rf.3d1275960aaf6e974e6fd9c64f1ec2a0.jpg,Pepper,1,train
data/main/train/images/id_4mjlua_jpg.rf.a403724d79ecdd1ab72bd22f25466f31.jpg,Pepper,1,train
data/main/train/images/id_4n1b7i_jpg.rf.51c808f59c515eecba365029a1587e83.jpg,Tomato,2,train
data/main/train/images/id_4p3e91_jpg.rf.feef29eba0141aae595063ad4260f028.jpg,Pepper,1,train
data/main/train/images/id_4s5a5h_jpg.rf.1e04806a4d6adcb87195223643f6bcdf.jpg,Pepper,1,train
data/main/train/images/id_4slhnz_jpg.rf.f0051538e5bd37e929b830589581b0c4.jpg,Tomato,2,train
data/main/train/images/id_4ubugj_jpg.rf.7fa332c3ea48c6b1fd473f5d6bd6b41e.jpg,Tomato,2,train
data/main/train/images/id_4vztwv_jpg.rf.37e535c29a32122320cb8b2184b8dce2.jpg,Tomato,2,train
data/main/train/images/id_4z9z65_jpg.rf.e69a65f0347b9f1d7feff0d1ff9998fc.jpg,Pepper,1,train
data/main/train/images/id_5185b6_jpg.rf.18d7dfcc16521dec3bfbc5c77b1d9d92.jpg,Tomato,2,train
data/main/train/images/id_51r7sw_jpg.rf.bdf3c00115fba66c26788304e3481e3f.jpg,Pepper,1,train
data/main/train/images/id_51z3v9_jpg.rf.3a4376af99f2cacb1a7e04371f209c06.jpg,Pepper,1,train
data/main/train/images/id_54m32a_jpg.rf.f6a0998cd78739af9e28c04ea611d0ea.jpg,Pepper,1,train
data/main/train/images/id_54ugdb_jpg.rf.2bf3e706ae19cc75bad59db600473dfb.jpg,Pepper,1,train
data/main/train/images/id_54x869_jpg.rf.ee2c586c44a2bf7e7a4595d48a257870.jpg,Corn,0,train
data/main/train/images/id_55jdeb_jpg.rf.a4260876b6c9baaad1e813ad46bdfdd3.jpg,Pepper,1,train
data/main/train/images/id_576qxs_jpg.rf.e41ee42e0dd407ca2cb173c3440b1217.jpg,Corn,0,train
data/main/train/images/id_598as9_jpg.rf.9530a0dfb2fbb2aab6a6a043b31647ce.jpg,Pepper,1,train
data/main/train/images/id_59vkzv_jpg.rf.52f0eb880923525028e840a7785c4850.jpg,Pepper,1,train
data/main/train/images/id_5b2eqt_jpg.rf.7038d6240a59c02691a4c30ca8b9ea79.jpg,Pepper,1,train
data/main/train/images/id_5cz88z_jpg.rf.e969902306c65b57f1b336d019b94852.jpg,Corn,0,train
data/main/train/images/id_5extvz_jpg.rf.7ab1ed2f29a5913b06f0cfae68667ccc.jpg,Corn,0,train
data/main/train/images/id_5fpilg_jpg.rf.fd1cd2f62bf64b5b1395b0faba3e0a69.jpg,Corn,0,train
data/main/train/images/id_5fyp85_jpg.rf.1a8f57a07d2c0e4288dc21fd058a96c8.jpg,Corn,0,train
data/main/train/images/id_5hwlg9_jpg.rf.c8f0a04ffeacf116da43d7ab3ee7c4c8.jpg,Corn,0,train
data/main/train/images/id_5ifbme_jpg.rf.1a427a3d18252d9c7ef3e9fc48f2c05e.jpg,Pepper,1,train
data/main/train/images/id_5jbx4x_jpg.rf.4cdd0ee2c1c94c2d0bba9511e9b9ae0f.jpg,Pepper,1,train
data/main/train/images/id_5ma6yg_jpg.rf.8f5ead98d87c2725cb931f5bfa8e5213.jpg,Pepper,1,train
data/main/train/images/id_5p39wb_jpg.rf.bfa24e863c90898ee2691e5d8e72e711.jpg,Corn,0,train
data/main/train/images/id_5p6tx8_jpg.rf.f82422e207c9be8fb107190faed38c06.jpg,Pepper,1,train
data/main/train/images/id_5r5of7_jpg.rf.d765393a4af3ea0a21b948f5614d0afa.jpg,Pepper,1,train
data/main/train/images/id_5r5zgs_jpg.rf.b737860a56c27d9f8c1afd3d0535b148.jpg,Tomato,2,train
data/main/train/images/id_5sxb7i_jpg.rf.95c1137d8a33b7adf5d8ef24eff50a9f.jpg,Tomato,2,train
data/main/train/images/id_5u9xif_jpg.rf.1eb30d61fd0226fc80f16a0e75d3fcd0.jpg,Corn,0,train
data/main/train/images/id_5vu9df_jpg.rf.0fae749aa0562c4b7c4c3d348af5c414.jpg,Pepper,1,train
data/main/train/images/id_5ydq3m_jpg.rf.859c787565ec5d8805e5aa0c4f8870c4.jpg,Corn,0,train
data/main/train/images/id_5yzt73_jpg.rf.5e213a098cadb4eee66d3851ff901c76.jpg,Pepper,1,train
data/main/train/images/id_5zj7pc_jpg.rf.ea07cd6a58c000fde9d908610b3df8e5.jpg,Pepper,1,train
data/main/train/images/id_5zxejg_jpg.rf.8bbe771774f2df9ddfedecf6d9ef7473.jpg,Tomato,2,train
data/main/train/images/id_646sp8_jpg.rf.dcba0ec885880255c87e51f00c65f55a.jpg,Tomato,2,train
data/main/train/images/id_654hxm_jpg.rf.7d9d5dc010f31e5ce754924c6f6d7656.jpg,Tomato,2,train
data/main/train/images/id_65rv2u_jpg.rf.6674a147230d0b21e83d80db231c970b.jpg,Pepper,1,train
data/main/train/images/id_665kfk_jpg.rf.37eab9ec42c0a943b1427130a3e7f7f7.jpg,Corn,0,train
data/main/train/images/id_66h299_jpg.rf.e5c54273b2d3d73222f45b2196b2bc5a.jpg,Corn,0,train
data/main/train/images/id_6d74ir_jpg.rf.8aed89f858687858a1934d3c70408fa4.jpg,Tomato,2,train
data/main/train/images/id_6ho2o9_jpg.rf.a273262db05ef2a22a8ef14ab96ad8d6.jpg,Tomato,2,train
data/main/train/images/id_6ilgl4_jpg.rf.d12e1a48243e378dbfcd719831c07020.jpg,Tomato,2,train
data/main/train/images/id_6nxahn_jpg.rf.8d94b2633516f893bf07995fa61cc849.jpg,Tomato,2,train
data/main/train/images/id_6o84ca_jpg.rf.cc4d7dfe0d741d0a648f1fbb07cb51f1.jpg,Pepper,1,train
data/main/train/images/id_6p5ebo_jpg.rf.6ca6a90ccb03e654ba11d309d96b1d23.jpg,Corn,0,train
data/main/train/images/id_6rt8j5_jpg.rf.58198b2fa2cbb2bf4e985b49845b337f.jpg,Pepper,1,train
data/main/train/images/id_6rvbn4_jpg.rf.12f136dcf2f017eb5b749bcc1feb8024.jpg,Pepper,1,train
data/main/train/images/id_6t4one_jpg.rf.be63ae39a041e0d7d205e63374c507f5.jpg,Pepper,1,train
data/main/train/images/id_6us5fi_jpg.rf.4a5fccb0735e1d368a76fde6a4ad12fe.jpg,Tomato,2,train
data/main/train/images/id_6winav_jpg.rf.83e72111b5e5105029e212ee95a75d37.jpg,Tomato,2,train
